整租 | 霖雨桥地铁站 中汇沃尔玛北辰财富中心 单身公寓 拎包,北辰财富中心,1900,https://km.58.com/zufang/41680139370649x.shtml?houseId=1413016155120654&shangquan=kmbeichen&shangquanId=12065&dataSource=0
单间 | 大商汇 儿童医院 鹤唐福景次卧带阳台出租 中介勿扰,大商汇,950,https://km.58.com/hezu/41724214223106x.shtml?houseId=1418657736335374&shangquan=dashanghui&shangquanId=12080&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnH0zPjcQPjczn1DkPM980v6YUykKuadbPyFbnHn1uiYzuHTvsHw6uhDVmW9LPzd6PW-6PjcduHTvmynKPWTkPWDdPHDkPjDknW0KTHDYnH9vPH0Ln1m1n1N1P1EKnHTOnjTKnHTOnjTKnikQnTDQPWDKnHN3PWTkn1bQPj0vrTDvTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjEKTiYQTEDQnWEvnW0vPH93rjEOn1EkPjDvTHmKTHDKP103PvRBPjcVnyDvnzYYmhP-sHbdPj9VPjc3uhwBP1wWuW-WTHDzPjmzP1mdrjbzn1NznHm1rjEKnHcYPWcLPWN3rHDvrjDkP1NznTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWEYskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP9DLnhnkPjw6mzdWPWbvsHEzuHDVrHEdnBdWmHmzuAD1ujRhmHnKTHTKTEDkTHDvnikQPHbQsjDznjTOTHcKPjcvP1EQuhNzPyEzPA7BuE
整租 | 五华北市区 天骄北麓 精装修两房 带全新家具家电 看,北市区,1500,https://km.58.com/zufang/41716019301262x.shtml?houseId=1417608786502657&shangquan=beishiqu&shangquanId=12052&dataSource=0
单间 | 广福城怡福园 4室1厅2卫 次卧 朝东南,前卫营,850,https://km.58.com/hezu/41591941065761x.shtml?houseId=1401726772519947&shangquan=qianweiying&shangquanId=12085&dataSource=0
整租 | 精装三室 穿金路地铁口 带全套家具,鼓楼片区,2200,https://km.58.com/zufang/41560558467874x.shtml?houseId=1397709799482380&shangquan=guloupian&shangquanId=12066&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPHmkPHN3PjmLrj0YXaO1pZwVUT7bsHbduH6-nAD3sHN1mWNVPj01uaY3nWw6sH--mywWmWb3mhmQuEDvnWn3rHn1P1nLrjNLnTDKnHnOP10krH0OrHE3nWn3nTDQn1mknTDQn1mknTDQsjDkTHDvnEDQPH9vnjTYnWEYPjTdTHEKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDYPkDKsHDKTHDzPjNOrjbQrjD1P1ndPWmOP1mKP9DKnE7WujmdmWEknid-uH9dsHE3rADVmhnzuaYvPvmQrHDkPH9vnvEKnHcYPHb3rHD3nHEOPHD3rHNkPTDQnWEdrH9OnH9QPjN1nWN3P1NzTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8Pj0fTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTyEkuHbknh76sHn3uHTVPAcYuiYOnjIhsHK6nWEdPH-WryRbmEDKnTDKTHTKnHmQsjDdrjb_nHDOrHNKn9D1uHNOuHN1ujT1mWDdmvnY
整租 | 星耀地铁对面 个人直租 包物业宽带 真实房间照片 拎,新亚洲体育城,800,https://short.58.com/zd_p/70ca1746-496a-462d-ae8b-c6b4b6a2a8f1/?target=tk-16-xgk_hvimob_57038434389251q-feykn&end=end&lego_ts=nHTksAEVmWNQm1RhnvnVuHNkuBYYPjuhsycknycVPhwhuhuWnhFBPW0QsjEQP1c1njcknWnvrHEd&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=1
单间 | 欣遇公寓 特惠房源 螺蛳湾国际商贸城附近 南部客运站,新螺蛳湾,1150,https://km.58.com/hezu/41382270521732x.shtml?houseId=1374888942609423&shangquan=xinluo&shangquanId=12099&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHn3nWcLnjNznH01nM980v6YUykKuaYOnAmLmHb1nBYOuWEYsHE1m19VmWuWuadBrjnvmHNduWRbmyEKPH0znHEdnjTkPjNdrjnKTHD1P1E3rj9OPjcvnjbYnWnKrj0knTD3P1TkTHD_nHTKnHmQTHDdrjmknjnQPjNvrjEKP97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHnLTEDVnEDKnHcYPHcdP19kPWDQPj0zPH93rEDvTEDQTHEQPycLrym1sH0vnyEVPAwhPzd6mW7-sHKBm1TLrH-WnhNkuEDQnWEdnWNLrjTvPjTYnHnzrjmYTHDzPjNzPH03njm1n10knWEknjTKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A31PztKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKPHP-mHFBnhNVPvDQPzYYnh7bsHbzrHDVmyPbrynQPyNvmhcOTEDkTEDKnTDQPWD_nHNOnakQnWTzrTDzTyFBuHP-rAEYmWNvP1c1rjE
单间 | 首月免租金 世纪城 饵季路地铁站 大都摩天 包物业宽,世纪城,700,https://km.58.com/hezu/40727736610969x.shtml?houseId=1291108601586703&shangquan=kmsjc&shangquanId=12100&dataSource=0
整租 | 波罗小区 3室2厅2卫,世博片区,2400,https://km.58.com/zufang/41506913646626x.shtml?houseId=1390843262655496&shangquan=shibopian&shangquanId=12071&dataSource=0
单间 | 免租一个月无中介 翠湖西路 随看,翠湖,699,https://km.58.com/hezu/41645847520141x.shtml?houseId=1408626798240782&shangquan=cuihu&shangquanId=12053&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmYPH9YP1NznjDYng980v6YUykKuadbPvD1uAEOnaYzPyNQsHw6ujTVrA7-nzY1uj0YrAuhmW9vryNKPWNvPjndrHTLrjTQP1DKTHDYnj9vnWmLrH9zPjTLrjcKnHTQnjTKnHTQnjTKnikQnTDQPWDKnHN3PWTknWcvrjb3PkDQPE7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHcOTEDVnEDKnHcYPWEkPj9LnjcknW0Ynj01P9DvTEDQTHIhP1ndPWTvsHKhnvnVPjNknBdBnH0vsH01uW9OmHmdn19znkDQnWEvPjTYrj0kPjEQrjT1P10vTHDzPjmYnjE3P1T1rHNvP19LnWTKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3zritKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKuhcOnWRhm1EVujF6nBYYnH93sH93n1EVuHb1mynvPH7hmHDzTEDkTEDKnTDQPWD_nHN3rakQnHb3n9DzTHNQmHR6nW03PHP6PADkP1T
整租 | 葡萄街区天宇广场 3室2厅1卫,火车北站,3200,https://km.58.com/zufang/41541192538756x.shtml?houseId=1395230960656391&shangquan=huochebei&shangquanId=12067&dataSource=0
整租 | 双地铁口 春城路 银海领域  全套家具家电 拎包入住,昆明站,4000,https://km.58.com/zufang/41727023307270x.shtml?houseId=1419017299106825&shangquan=kunmingzhan&shangquanId=13047&dataSource=0
单间 | 华龙人家 司家营地铁旁 无中介 可以月付 带全新家具,北市区,1250,https://km.58.com/hezu/41552781113506x.shtml?houseId=1396714297811972&shangquan=beishiqu&shangquanId=12052&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHNdnW03nHDQn1NkPM980v6YUykKuadhPjPWPycOnBd-nyu6sHE3rHmVrjcYuidbrynduW7-mW0vuWDKPWc3njEOnHmOrjDdnHTKTHD1rHmLnHEzrH03nHDOP1cKnHDQnjTKnHDQnjTKnikQnTDQPWDKnHN3PWTknjbdPHDLnkD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnH0KTiYQTEDQnWEkPWmQrjD3rHnYrjcOnjNvTHmKTHDKnj6WPWc3rAEVPWm3PzYYryFhsH6BrHbVP1TQPhuWn1n3rAPbTHDzPjTvPWD3nHbkPWTvPH9QP1mKnHcYnjmvnH9QrjbOn1NYrHnQn9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWDLskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP9DQuynznjNzraYkryNQsHEknANVmhR-nBY1PjmYryw-m1TOrHDKTHTKTEDkTHDvnikQPH93sjDQrH9QTHcKm1TvPHPhuyn1n1DLuW0zPk
整租 | 广福路 凌云大厦 大商汇 爱情海旁 家电家具齐全 精,滇池路片区,1050,https://km.58.com/zufang/41714481687203x.shtml?houseId=1417411971636224&shangquan=dianchilu&shangquanId=12082&dataSource=0
整租 | 呈贡新城地铁口蓝光天娇城3房87平27楼1400元月,市政府,1400,https://km.58.com/zufang/41704887150631x.shtml?houseId=1416183871349768&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 七彩云南特价精装三室带车位出租拎包入住,市政府,2500,https://km.58.com/zufang/41480332157983x.shtml?houseId=1387440831685646&shangquan=chenggongxc&shangquanId=13323&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPj9kn1nznHNLrH91XaO1pZwVUT7bsHIBryNLrjnLsHELnHNVPANLPzdBuWNdsHEkmWNdmvc3rjc1mEDvPWnzrjnvrHb1n1TvnEDKnHn3P1EYnj91nHm3PHmYP9DQnW0knTDQnW0knTDQsjDkTHDvnEDQPH9vnjT1Pj0dnj9zTH0KwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDYnTDKsHDKTHDzPjNOnWmYPHbOPjTzrjc1PW9KP9DKnEDOuWIhmvFWnaYLrym1sHEvuWEVrjP6radhuHTLPhDdn1ndn1cKnHcYPHbzPWEvnjTLrjmOPjEknTDQnWEdrHcvPjmknjDQPH9dPHnvTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8PjTfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTHwBm1D3nhE1synQuWNVPANvuid6Pj7hsycQPjFhPy7hrHczPEDKnTDKTHTKnHmQsjDdrHn_nHnzPjbKn9DQnvR6mHw-n1TYmHbvryD3
整租 | 南亚附近，大三室两厅两卫。拎包入住。直租无中。介费。,滇池路片区,2700,https://km.58.com/zufang/41583539317915x.shtml?houseId=1400651348403213&shangquan=dianchilu&shangquanId=12082&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPH91PHnOn1DLrHDdXaO1pZwVUT7bsHbkuWI6rHnzsH-hPjEVPjPWradBPhPbsyc3n1u6PHRhPyw6uTDdrHN3P10znH0zPjmOnkDKnHEknjmdnHnYrjEkn1cQnkDQn10OrEDQn10OrEDQsjDkTHDvnEDQPH9vnjT1nHEdPW9YTHDKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnED1PkDKsHDKTHDzPjm1n1DLPWmOPWDkrjmYPWEKP9DKnE7-PhmOPWwhPzd-uWIWsHEzuhEVmHbzuiYQPvNLnAubuW0vnHTKnHcYPWn1nH0vP1TOnHDznWDLP9DQnWEvn1nQP1mLnjDOrjTvP1ckTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8n10fTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTyPBPj6hryubsHm3mWbVPjNdmzd6PAF6sycznWbznyE3PHNOmkDKnTDKTHTKnHmQsjDdrHD_nHcknHDKn97WmW6BPHK6nAmzuhNQPH-h
整租 | 火车站鑫都运城对面银海领域地铁口精装两室带全套家具拎,昆明站,2400,https://km.58.com/zufang/41679646673027x.shtml?houseId=1412953089350666&shangquan=kunmingzhan&shangquanId=13047&dataSource=0
整租 | 世纪城叠春苑退台洋房精装3房 152平 3500月带,世纪城,3500,https://km.58.com/zufang/41657620009638x.shtml?houseId=1410133676940291&shangquan=kmsjc&shangquanId=12100&dataSource=0
整租 | 整租 近万达 南亚 滇池名门 出租一室一厅 家具家电,大商汇,1100,https://km.58.com/zufang/41702909845634x.shtml?houseId=1415930774970369&shangquan=dashanghui&shangquanId=12080&dataSource=0
单间 | 急租同德广场滨江俊园大小房间 翡翠湾 天宇花园 江岸,滨江俊园,750,https://km.58.com/hezu/41681353916177x.shtml?houseId=1413171616766977&shangquan=binjjy&shangquanId=12077&dataSource=0
整租 | 恒大翡翠华庭 2室2厅1卫,江东花园,2000,https://km.58.com/zufang/41725967598107x.shtml?houseId=1418882168693764&shangquan=kmjd&shangquanId=12068&dataSource=0
整租 | 七彩MeTowm  很好房 4000两房 话不多说,白塔路,4000,https://km.58.com/zufang/41694664932263x.shtml?houseId=1414875427053580&shangquan=baitalu&shangquanId=12064&dataSource=0
整租 | 北市区中海锦苑精装3房 带部分家具家电出租 有钥匙,茨坝,2000,https://km.58.com/zufang/41727034325271x.shtml?houseId=1419018709131272&shangquan=ciba&shangquanId=13051&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1cLnjnYn1cdnW0QXaO1pZwVUT7bsyn3uymvmW93sH6bnvmVPAEzuiY3Pvn1sHbOPv7hPj66PWR-uEDvn1cdnjNvPW9zPHb3rTDKnHEQrHTQrj0krHD1nHcLn9DQnHDknTDQnHDknTDQsjDkTHDvnEDQPH9vnjT1rjTYrj0vTHD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjnKTiYQTEDQnWEvn101rHbvPWE3nWDkPjnzTHmKTHDKnH0vPAm1PAcVuymLmzYYPHcYsyDYnvmVnAw6nj0YPHPbPAu6THDzPjm1P1nOrHmLPWb3PH0dn1mKnHcYPWnLn1bOPW0knW0YrjmLn9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWE1skDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP976uhR6PWPhPaYzPH9LsHw6rAmVmWNLuiYzmHF-uWEvPjEkrjcKTHTKTEDkTHDvnikQPH93sjDzrH0dTHcKm1DYPH6-mvNdrjK6uWTzPk
单间 | 不绑卡不贷款 河宏路和前福路滇池名门合租公寓个人真实,大商汇,450,https://km.58.com/hezu/41643431528461x.shtml?houseId=1408317551107080&shangquan=dashanghui&shangquanId=12080&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmYn1E1nHNzrjEvng980v6YUykKuaYLmW--P191PzYYP1DdsHw-P10VmhmdPiYYnAcdPyPBrj9znvDKPjN1nj93PWcLnWNOnjEKTHDYnj91nH0dPHDQnj0krjTKnHTknjTKnHTknjTKnikQnTDQPWDKnHN3PWTkn1ELPHT3n9DYTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjTKTiYQTEDQnWEvnWmYP1Dzn1NYPWT1njT3THmKTHDKPhckryN3nvmVPju6niYYrHD1sycvm1NVmH0vP1b1nHEQry7BTHDzPjmzPWELnHcYP1ckPjndnWDKnHcYPWcvPj0QnWEkrHDzrjbvnEDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWEkskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP9DYmh7hrHcdniYLryNOsHEvnANVmHIBPBY1mHbvn1bQujK-m1bKTHTKTEDkTHDvnikQPHbQsjDznjTOTHcKnj7BnjNOP1NQuWmYm1DYnT
整租 | 兴冶国际 9室0厅2卫,老县城,250,https://km.58.com/zufang/41670258606472x.shtml?houseId=1411751418388486&shangquan=lxckm&shangquanId=33260&dataSource=0
单间 | 大商汇爱情海凌云大厦合租单间550起押一付一不绑卡随,前卫营,550,https://km.58.com/hezu/41584900966284x.shtml?houseId=1400825639428100&shangquan=qianweiying&shangquanId=12085&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHN3PjbknjbvPWc3PZ980v6YUykKuaY3njP6Pym3mBd6PAFhsHwhrjcVry7bmiYLP1Dzn1mknvnvnhEKPHcYPH9zPH0YnjnOnWNKTHDYnjT3nWNvn1bYnW9QnjTKnHTznjTKnHTznjTKnikQnTDQPWDKnHN3PWTknHNkPjcdrEDQPE7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHczTEDVnEDKnHcYPWcdnj03P1D1nHDkPHc3nEDvTEDQTH9zrAnYnjnOsHNYP1cVPjRbmidBrj9OsyEzm1T1njDLn1IWuEDQnWEvnWNkP19LnWNzP1Nzn19YTHDzPjmzPHTLrj0Qrjb3nWNdn1mKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3znBtKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKP1DznjR-PvNVPvE1uiYYPWIWsy7-uAEVryNvP1RhryPhm1FbTEDkTEDKnTDQPWD_nHNOnikQnWTQPTDzTHNkuADOP1bYm17BuHmzn1n
单间 | 新迎片区瑞鼎城精装可做饭 新迎新城对面金恒财富广场,新迎片区,730,https://km.58.com/hezu/41723803984901x.shtml?houseId=1418605225730048&shangquan=xinyingp&shangquanId=12075&dataSource=0
整租 | 江东华龙人家精装2房 价格全网实惠 已消毒 环境安静,北市区,1500,https://km.58.com/zufang/41651450028555x.shtml?houseId=1409343919250443&shangquan=beishiqu&shangquanId=12052&dataSource=0
整租 | 龙头街天宇澜山精装2房 83平1400看房有钥匙,江东花园,1400,https://km.58.com/zufang/41727108945553x.shtml?houseId=1419028260856835&shangquan=kmjd&shangquanId=12068&dataSource=0
单间 | 新治村 1室0厅1卫 主卧 东南,经济开发区,350,https://km.58.com/hezu/41645874649125x.shtml?houseId=1408630270664713&shangquan=jjkfq&shangquanId=12094&dataSource=0
整租 | 黄土坡金泰国际馨悦尚居精装两室带家具拎包入住季度付随,黄土坡,1400,https://km.58.com/zufang/41695101933983x.shtml?houseId=1414931363815424&shangquan=huangtupo&shangquanId=12057&dataSource=0
单间 | 金马腾苑 合租大三房  无中介 拎包入住 包物业 押,金马寺片区,880,https://km.58.com/hezu/41723348710273x.shtml?houseId=1418546950790154&shangquan=jinmasi&shangquanId=12093&dataSource=0
单间 | 房东直租 南亚风情园 附近 金坤尚城 月付 拎包入住,滇池路片区,690,https://km.58.com/hezu/41383359330319x.shtml?houseId=1375028309925889&shangquan=dianchilu&shangquanId=12082&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHn3n1ndrHn1njnQrg980v6YUykKuadbnW03mHDYmzd-PANdsHEvuj9Vrj0LPaYdujKhm1IWP1R6rHDKPHEYrHcLnjnLPWEzn19KTHD1P1NknW91njbOnWN3rjbKnHT1njTKnHT1njTKnikQnTDQPWDKnHN3PHbOrj0LrjmzPEDQPT7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHDKTiYQTEDQnWEdrHmkPjEzPjn3P1mvPHbzTHmKTHDKn1mQuW9vrHNVrjPhuiYYn1PhsyckPHmVm1EzuHcQmvELmH--THDzPjNOPWTYPjcdrjNdPHEOPjEKnHcYPHbvnjEYnWEOP1E3PW9YrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIitKpjuPH1u_PbIoXD-EIbw_ib39mdRzu1YqTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKuj0YnHbOuANVnhwhraYYuhc3syDYnhcVrHcknAELmHIWPWn1TEDkTEDKnTDQPWD_nHNOnikQnWTQnEDzTyFbm1bdujKhnAuBuhu6PjN
整租 | 呈贡春融街实力心城拎包入住，1550一个月，可半年付,市政府,1550,https://short.58.com/zd_p/543b31f2-dcd2-40e8-8f67-865d924ec4b0/?target=tk-16-xgk_hvimob_57073078724236q-feykn&end=end&lego_ts=nHTksAEVmWNQm1RhnvnVuHNkuBYYPjuhsycknycVPhwhuhuWnhFBPW0QsjEQP1DzP1D1nHbkrHc3&shangquan=chenggongxc&shangquanId=13323&dataSource=1
单间 | 新迎新城精装可做饭 白龙路上 博兴盛世 理工大金苹果,新迎片区,750,https://km.58.com/hezu/41723753136152x.shtml?houseId=1418598717104142&shangquan=xinyingp&shangquanId=12075&dataSource=0
单间 | 同德广场旁金尚俊园二期 溪畔丽景 合租押一付一无中介,金星立交桥,720,https://km.58.com/hezu/41382861602065x.shtml?houseId=1374964600774665&shangquan=jianxingqiao&shangquanId=12070&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHn3nW9vnHmknWTvPg980v6YUykKuadWrARhPhc3raY3ujPhsHwbnhNVrjIWnzYOrHI6uWE3mHmduyNKPHEYrHcLnjnLPWEzn19KTHD1P1EOPWEvnjTLP1EvPWNKnHDLnjTKnHDLnjTKnikQnTDQPWDKnHN3PWTkn19kPj9LP9DLTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjnKTiYQTEDQnWEQnHbdnWbYPjnvnHD3PHc3THmKTHDKn1bOPAn3nvcVPvn3PzYYrHnOsHbkryNVnW9kmWwWrAcYuhu-THDzPjDQrHNzrHEdPWmQnWbvPWEKnHcYnHDOPHcOPjEOrHTznj9knEDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWE1skDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP9DknynOmHnvuaYOnWbYsHEQmWmVmHNQmzd6m1PhmWF-Pj01n1DKTHTKTEDkTHDvnikQPH9OsjDQrHbOTHcKrHT3uWTLnyu6n1RWn1Tku9
整租 | 涌鑫哈佛中心 1室1厅1卫,市政府,1500,https://km.58.com/zufang/41682783463464x.shtml?houseId=1413354599111693&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 世纪城元春苑精装3房 150平随时看房,世纪城,2800,https://km.58.com/zufang/41692127046536x.shtml?houseId=1414550578077702&shangquan=kmsjc&shangquanId=12100&dataSource=0
单间 | 实力锦城A组团 4室2厅2卫 次卧 东南,大学城,500,https://km.58.com/hezu/41694253684227x.shtml?houseId=1414822787539980&shangquan=chenggongzb&shangquanId=13325&dataSource=0
单间 | 老李山小区，押一付一，无中介，拎包入住，免物业，免水,北辰财富中心,720,https://km.58.com/hezu/41723164688801x.shtml?houseId=1418523395826690&shangquan=kmbeichen&shangquanId=12065&dataSource=0
整租 | 馨悦尚居旁 鼎易天景 精装大三房 便宜出租,高新区,2200,https://km.58.com/zufang/41725159130919x.shtml?houseId=1418778684284935&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 整租精装新房4室2卫太平镇恒大金碧天下2期新房,太平新城,1300,https://anningshi.58.com/zufang/41680114700583x.shtml?houseId=1413012996973568&shangquan=taipingxinchengan&shangquanId=27551&dataSource=0
整租 | 滇池会展中心旁  招商海公馆品质装修三房   带家具,福保片区,3600,https://km.58.com/zufang/41647882956321x.shtml?houseId=1408887333790725&shangquan=fbpqkm&shangquanId=32291&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWELrj9zrHNvn1cQXaO1pZwVUT7bsHIBuAn3PhR6sH0YmhmVPj6huaYOuWDQsH6-PhN3m1KBmWckm9DvPWNvn1E3njTQrjEYrEDKnHEkrj93P1n1n10Onj0zPEDQnjDknTDQnjDknTDQsjDkTHDvnEDQPH9vnjTkPWcdPW9zTHDvTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnHEKTiYQTEDQnWEvnWNQPjNdPjD1P1NdrHTYTHmKTHDKPW76uhnzPWbVnyEOriYYPHIhsyD1PvEVuWmdnj-6nHNknj0zTHDzPjmzPHDYPHNdn1N1rHTLnWTKnHcYPWcdnHEdPHELnWELPWDvnTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWDYskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D1P1bdnjF6nBYduj-BsHwWm1TVrjnLPiY3nyFWPhNvPhmknADKTHTKTEDkTHDvnikQPHbksjDQPW0vPEDzTHNYuhwWPWIbrAnvPjPWuAN
单间 | 教场中路 拎包入住 随时看房 可月付 可短租 随时看,莲花片区,860,https://km.58.com/hezu/41712463876769x.shtml?houseId=1417153691935748&shangquan=kmlianhua&shangquanId=12058&dataSource=0
单间 | 鑫都韵城个人直租无中介5501200水电物业宽带全包,昆明站,600,https://km.58.com/hezu/41657881887007x.shtml?houseId=1410167197966349&shangquan=kunmingzhan&shangquanId=13047&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmdP193nH93P1TkPL980v6YUykKuadbPH-hmvPBuiYYuW-WsHwBnjmVrAnduaYLuWw-nynOPjmkPjNKPWT3PHm1Pj93nWndPW9KTHDYnHTQPW0QrH0OPWm1PjbKrj0knTD3P1TkTHD_nHTKnHmQTHDdrjNOrHbkPjnQrH0Kn1TKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDQTEDVnEDKnHcYPHbknjDYn1DLrjnkPHN1P9DvTEDQTyD1rAnkPj6WsyuBPjTVPAnOuBYOPjIhsHDvnjDQrH9zuW9knkDQnWEdrHTknHE1n1TYnHnYPWNvTHDzPjNOnjTQPjnzP1ELPWczPjTKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3QskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP97buWcLuyE1PzY1rjndsHwWPyDVrj0draYLnAnYuADLPARbmH0KTHTKTEDkTHDvnikQPHbksjDzrH0QTHcKPWTQuynOnjTzuyNkPvmQn9
整租 | 怡合景苑 精装修 带电梯 俩房 部分家具 地铁口 价,高新区,1700,https://km.58.com/zufang/41702174148741x.shtml?houseId=1415836606669826&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
